Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
IGFBP5,10.867904,10.9758,15.213735,15.3997
TPST2,13.042372,13.2396,10.784798,10.6375
TMEM45B,4.744041,4.7549,10.493425,10.6935
THSD7B,1.566202,1.585,6.348503,6.5999
DKK4,0.308308,0.0,4.255693,4.2479
LY6D,2.722981,2.8074,7.398462,7.5622
CYP2S1,3.694908,3.7004,10.970728,11.1731
RP11-473M20.5,8.999516,9.1386,6.221304,6.3818
EPHX3,2.265775,2.3219,6.428326,5.9542
GJB4,1.321175,1.111,8.177202,8.7394
GPRC5A,7.482223,7.3837,14.032331,14.4903
AC005550.3,0.646413,0.0,5.075784,5.3219
CYSLTR2,2.016196,2.0,6.297931,6.3576
NPPA,4.315358,4.4107,2.075617,2.3219
CCKBR,7.375587,7.3923,4.299954,4.1699
TRIM50,9.08866,9.2723,3.734235,3.4764
AC016757.3,6.183013,6.3923,4.462975,4.585
TM4SF20,1.077163,1.0,5.377637,4.6439
IGLV7-43,0.976296,0.0,5.310223,5.4786
TNFSF9,1.621956,1.585,7.17749,7.2854
MDK,7.879789,7.7682,13.157372,13.2211
PDIA2,14.516811,14.7955,8.127079,7.8826
MUC17,1.219036,1.0,8.919172,9.7991
ALDH1L2,11.130963,11.1447,9.328537,9.403
AC021218.2,0.670704,0.0,6.849402,7.2384
WFDC21P,2.452622,2.3219,6.790838,7.0893
SLC16A12,10.037416,10.3072,6.717339,6.9542
FAM153A,7.001028,7.1782,4.976427,4.7724
AREG,4.377638,4.3923,9.81712,9.8392
GSDMC,1.163588,1.0,5.204425,5.2095
TRBV25-1,3.438122,3.4594,8.469508,8.4381
SULF1,6.933444,6.8455,13.815998,13.9698
KIFC1,3.900723,3.9069,8.935256,9.058
FNDC1,6.003829,6.1293,11.351584,11.6198
COL1A2,11.034873,11.0681,17.328863,17.5372
SKA3,2.031826,2.0,7.425053,7.585
RP11-325K4.2,6.910529,7.0107,4.605119,4.582
TRHDE-AS1,9.070453,9.1926,5.044808,5.1297
COL5A1,9.097745,9.1497,14.709549,14.9118
NUF2,2.436541,2.3219,7.739371,7.8642
HLA-DQA1,5.728074,5.9117,11.198456,11.2834
LINC00707,0.102814,0.0,4.014646,4.0
SARDH,9.773975,9.8765,7.673016,7.7482
ERN2,4.106851,4.0,10.918273,11.4671
PRSS33,0.122706,0.0,4.695573,4.6439
RP11-284F21.7,1.259439,1.0,5.204061,5.4263
IFITM5,4.556894,4.8074,0.842639,1.0
RP11-863P13.3,0.483908,0.0,6.012452,6.3988
MMP28,4.470709,4.5236,10.390341,10.4491
CPB1,19.103274,19.4319,11.221441,11.0105
CTD-2555C10.3,0.41214,0.0,4.375969,4.585
CEP55,2.330657,2.0,8.872241,9.1111
MUC13,6.423384,6.5078,12.377827,12.692
ALPK2,2.513041,2.585,7.323069,7.4808
HTRA3,7.269441,7.2479,12.821507,13.0483
GOLGA6L17P,3.231207,3.4155,1.039629,0.516
MMP10,1.654715,1.585,7.418931,7.7211
AKR1C4,0.862843,1.0,4.77137,4.8689
EDIL3,6.027116,5.9773,11.294091,11.314
MMP12,0.311466,0.0,8.435146,8.633
KPNA7,1.41762,1.585,6.31957,6.5546
CD27,3.267522,3.2898,7.645504,7.6342
GCNT3,4.720807,4.6439,12.194493,12.5618
HOPX,5.766272,5.6724,11.028492,11.3044
IGHV4-34,0.954398,1.0,6.110079,6.1623
BUB1,2.967422,3.0,8.735909,8.9278
CXCL10,2.565454,2.3219,7.901956,7.9129
KIF1A,11.550566,11.6996,9.276878,9.5622
GPR87,0.745614,1.0,6.807147,7.0444
SLC4A11,4.194429,4.1699,9.177773,9.3129
CTB-50L17.14,8.458363,8.5565,3.329688,3.6288
PF4,0.631268,0.0,4.409778,4.3923
CRYM,1.71202,1.585,6.153186,6.0875
C2CD4B,9.950687,9.9069,7.823919,7.9248
AC005307.3,5.648158,5.8826,3.237565,3.3219
NPAP1,4.980837,5.2479,1.078195,1.0
CCL13,2.189434,2.3219,6.458353,6.7415
RNF223,1.573313,1.585,6.066964,6.3399
UBE2T,2.929896,3.0,8.427483,8.4878
PPP1R14D,1.467892,1.585,7.257488,7.2946
RP11-354K4.2,4.635658,4.7004,0.682958,0.0
S100A11,10.096139,10.2009,14.719001,14.9411
FUT9,6.778796,7.1189,4.927398,5.0875
SCEL,2.84387,2.8074,8.850361,9.2992
OLR1,4.893123,4.8074,9.658818,9.9454
CTD-2015G9.2,0.730085,0.0,7.194697,7.5774
GPA33,1.153693,1.0,6.9765,7.1497
GPC6,5.222559,5.2731,10.01084,9.9816
CHRM3,9.403032,9.5137,7.256779,7.3663
INHBA,4.219367,4.1699,11.719691,11.8118
SLC6A16,7.325469,7.4594,5.281664,5.3219
LTBP1,7.744086,7.7616,12.437529,12.477
ADAMTS17,8.283747,8.4263,6.356187,6.4723
CENPI,2.231095,2.3219,6.398802,6.5392
IGHV3-33,1.939917,1.7049,7.639855,7.9764
MAGED4,4.621139,5.394,9.173355,9.1755
IGKV2-28,2.857694,2.8074,8.916493,9.1332
HOXC11,0.258054,0.0,4.678637,5.4263
AOC1,2.754471,2.8074,11.216499,11.4599
IL1A,0.904143,1.0,5.403116,5.5546
LINC01251,4.71468,5.0,1.178673,1.0
LGALS3BP,10.629723,10.7682,15.054211,15.0295
APOC4-APOC2,2.915159,2.9467,7.728425,7.8575
FEZF1,0.168683,0.0,3.73934,3.7004
LCK,4.330823,4.3219,9.238228,9.4009
PRSS50,6.678936,6.7338,4.766925,4.84
GATA2-AS1,7.204518,7.3399,5.466131,5.4594
MEG3,13.924727,13.7812,11.427722,11.4732
LINC01561,0.316928,0.0,4.727341,4.9069
WNT10A,1.710365,1.585,8.380103,8.6689
RGS10,5.437799,5.4263,9.96345,9.9801
IGFBP1,1.333593,1.0,6.094312,5.9542
CERS4,10.718486,10.8431,8.999079,9.0901
CYP4F35P,7.074684,7.2416,5.382891,5.5308
SFN,4.46515,4.4594,11.977029,12.4805
